,Company,TypeName,Ram,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand
245,Dell,Notebook,8,Windows,2.2,629.7696000000001,0,0,141.21199808219862,Intel Core i7,2000,128,AMD
246,HP,Notebook,8,Windows,2.04,357.40224,1,0,100.45466986113651,Intel Core i5,1000,0,Intel
247,Asus,Gaming,16,Windows,3.6,1917.44064,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia
248,HP,Notebook,4,Windows,1.49,431.568,0,1,165.6321180513006,Intel Core i5,500,0,Intel
249,Apple,Ultrabook,8,Mac,1.37,1304.2944,0,1,226.98300468106115,Intel Core i5,0,512,Intel
250,Dell,2 in 1 Convertible,8,Windows,2.08,523.63584,1,1,141.21199808219862,Intel Core i7,1000,0,Intel
251,Asus,Gaming,16,Windows,4.3,1150.20864,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
252,Asus,Notebook,4,Windows,1.68,299.85984,0,0,100.45466986113651,AMD Processor,1000,0,AMD
253,Lenovo,2 in 1 Convertible,8,Windows,1.37,1182.17664,1,1,158.48253022174808,Intel Core i7,0,512,Intel
254,Acer,Notebook,4,Windows,3.0,448.83072,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia
255,Dell,Ultrabook,8,Windows,1.41,606.75264,0,0,165.6321180513006,Intel Core i5,0,256,Intel
256,HP,Notebook,8,Windows,1.91,285.090624,0,0,100.45466986113651,AMD Processor,0,128,AMD
257,HP,Notebook,16,Windows,2.9,677.08224,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia
258,MSI,Gaming,16,Windows,4.14,1597.76064,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia
259,Lenovo,2 in 1 Convertible,8,Windows,2.0,1086.27264,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia
260,Dell,Notebook,8,Windows,2.8,730.14912,0,0,127.33567457123111,Intel Core i7,1000,128,AMD
261,Lenovo,Notebook,4,Other,2.2,283.87584,0,0,141.21199808219862,Intel Core i3,0,256,Intel
262,HP,Notebook,4,Windows,2.1,461.61792,0,1,141.21199808219862,Intel Core i5,500,0,Intel
263,Dell,Notebook,4,Windows,2.18,420.05952,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
264,Dell,Notebook,8,Windows,2.24,361.2384,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
265,Dell,2 in 1 Convertible,8,Windows,2.67,510.8486400000001,1,0,141.21199808219862,Intel Core i5,0,256,Intel
266,Asus,2 in 1 Convertible,8,Windows,1.1,958.40064,1,0,165.6321180513006,Intel Core i7,0,1024,Intel
267,Lenovo,Notebook,4,Other,2.2,298.58112,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
268,HP,Notebook,8,Windows,2.5,650.86848,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia
269,Lenovo,Notebook,8,Windows,2.05,562.6368,0,0,141.21199808219862,Intel Core i7,0,256,Intel
270,Apple,Ultrabook,8,Mac,1.37,1252.442304,0,1,226.98300468106115,Intel Core i5,0,512,Intel
271,Asus,Gaming,16,Windows,3.2,990.36864,0,0,127.33567457123111,AMD Processor,1000,256,AMD
272,Dell,Notebook,8,Other,2.14,469.9743552000001,0,0,141.21199808219862,Intel Core i7,0,256,AMD
273,Lenovo,2 in 1 Convertible,16,Windows,1.36,1597.76064,1,0,209.8006828649808,Intel Core i7,0,512,Intel
274,Toshiba,Notebook,8,Windows,2.2,519.1603200000001,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia
275,Dell,Notebook,12,Windows,2.3,455.9084352,0,0,100.45466986113651,Intel Core i7,1000,0,Intel
276,Dell,Notebook,8,Other,2.8,702.65664,0,0,127.33567457123111,Intel Core i7,1000,128,AMD
277,Acer,Notebook,8,Windows,2.2,476.3232,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
278,Lenovo,Notebook,4,Windows,2.8,312.64704,0,0,106.11306214269258,Intel Core i3,1000,0,Intel
279,Lenovo,Notebook,8,Other,2.8,542.81664,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia
280,Lenovo,Notebook,6,Windows,2.8,549.21024,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia
281,Dell,Notebook,4,Other,2.25,273.64608,0,0,141.21199808219862,Intel Core i3,1000,0,AMD
282,Lenovo,Gaming,8,Windows,2.5,530.02944,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
283,Lenovo,Notebook,6,Windows,2.2,370.18944,0,0,141.21199808219862,Intel Core i5,0,256,Intel
284,Acer,Notebook,8,Windows,3.0,608.03136,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
285,Acer,Notebook,12,Windows,2.15,421.33824,1,1,141.21199808219862,Intel Core i7,1000,0,Intel
286,Lenovo,Notebook,8,Windows,1.95,701.37792,0,1,141.21199808219862,Intel Core i7,0,256,Intel
287,Asus,Ultrabook,8,Windows,1.7,624.65472,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
288,Lenovo,Gaming,16,Windows,2.5,753.8054400000001,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
289,Lenovo,Notebook,8,Other,2.2,421.3446336,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
290,Acer,Notebook,2,Other,2.19,127.23264,0,0,100.45466986113651,Other Intel Processor,0,16,Intel
291,Asus,Gaming,8,Windows,3.0,758.9203200000001,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia
292,HP,Notebook,8,Windows,2.54,312.64704,0,0,106.11306214269258,Intel Core i3,1000,0,Intel
293,Dell,Notebook,8,Windows,2.0,1169.38944,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
294,Lenovo,Notebook,8,Windows,2.05,472.48704,0,0,141.21199808219862,Intel Core i5,0,256,Intel
295,Lenovo,Gaming,8,Windows,3.2,830.52864,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
296,Acer,Notebook,8,Other,2.5,625.93344,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
297,Dell,Workstation,16,Windows,3.42,1844.4640896,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia
298,Lenovo,Notebook,6,Windows,2.4,319.04064,0,0,141.21199808219862,AMD Processor,1000,0,AMD
299,Asus,Ultrabook,16,Windows,1.63,938.58048,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
300,Asus,Notebook,4,Windows,1.3,325.43424,0,0,111.93520355955211,Intel Core i3,0,128,Intel
301,Asus,Gaming,16,Windows,2.9,1356.7219200000002,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
302,Lenovo,Notebook,6,Windows,2.8,414.9446400000001,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia
303,Lenovo,Notebook,8,Other,2.2,351.00864,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia
304,Asus,Gaming,8,Windows,2.5,808.7904,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
305,Lenovo,Notebook,4,Other,2.2,230.1632064,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
306,HP,2 in 1 Convertible,16,Windows,1.28,1262.736,1,0,165.6321180513006,Intel Core i7,0,256,Intel
307,Toshiba,Notebook,8,Windows,2.2,666.85248,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
308,Lenovo,Notebook,8,Windows,2.3,523.63584,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia
309,HP,Notebook,4,Windows,1.86,299.85984,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
310,Lenovo,Notebook,8,Windows,1.1,638.72064,0,1,165.6321180513006,Intel Core i5,0,256,Intel
311,Dell,Ultrabook,16,Windows,1.21,1597.76064,1,1,331.2642361026012,Intel Core i7,0,1000,Intel
312,MSI,Gaming,16,Windows,2.8,1342.01664,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
313,Acer,Notebook,8,Windows,2.23,299.85984,0,0,141.21199808219862,AMD Processor,0,256,AMD
314,Asus,2 in 1 Convertible,2,Windows,1.1,175.824,1,0,135.0942111925629,Other Intel Processor,0,0,Intel
315,Dell,Notebook,8,Windows,2.33,539.61984,0,0,141.21199808219862,Intel Core i5,1000,128,AMD
316,HP,2 in 1 Convertible,16,Windows,1.29,1565.79264,1,1,331.2642361026012,Intel Core i7,0,1000,Intel
317,Lenovo,Notebook,4,Other,1.45,294.041664,0,0,117.82653006268643,Other Intel Processor,0,0,Intel
318,HP,Notebook,8,Windows,1.95,626.5728,0,0,157.3505121487356,Intel Core i5,0,256,Intel
319,Acer,Notebook,4,Windows,1.4,310.0896,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
320,HP,Notebook,8,Windows,1.48,826.0531199999999,0,0,157.3505121487356,Intel Core i7,0,256,Intel
321,Lenovo,Notebook,4,Windows,2.79,376.58304,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia
322,Asus,Notebook,8,Windows,2.0,699.45984,0,0,157.3505121487356,Intel Core i7,0,256,Intel
323,HP,Notebook,8,Windows,2.1,576.70272,0,1,100.45466986113651,Intel Core i7,1000,0,Intel
324,Acer,Notebook,8,Windows,2.2,421.33824,0,0,100.45466986113651,AMD Processor,0,256,AMD
325,Lenovo,Notebook,4,Windows,1.44,186.69312,0,0,111.93520355955211,Other Intel Processor,0,0,Intel
326,Acer,Notebook,6,Windows,2.23,351.00864,0,0,100.45466986113651,Intel Core i5,1000,0,Intel
327,Asus,Ultrabook,8,Windows,1.7,671.264064,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
328,HP,Ultrabook,8,Windows,1.26,853.5456,0,0,176.23257360658386,Intel Core i7,0,256,Intel
329,Dell,Notebook,32,Windows,2.06,1687.27104,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia
330,MSI,Gaming,8,Windows,2.7,766.5926400000001,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
331,Toshiba,Notebook,8,Windows,2.0,602.91648,0,1,141.21199808219862,Intel Core i5,0,256,Intel
332,Asus,Notebook,8,Windows,2.0,852.90624,0,0,157.3505121487356,Intel Core i7,1000,256,Intel
333,Lenovo,Notebook,4,Windows,1.85,287.07264000000004,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
334,Asus,Gaming,8,Windows,2.5,638.72064,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
335,HP,Notebook,8,Windows,1.48,810.7084799999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel
336,Dell,Ultrabook,8,Windows,1.9,670.6886400000001,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia
337,HP,Notebook,8,Windows,1.84,731.4278400000001,0,0,141.21199808219862,Intel Core i5,0,256,Intel
338,Asus,Notebook,4,Other,2.0,175.8176064,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
339,Dell,Notebook,8,Windows,2.0,730.62864,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
340,Dell,Notebook,4,Other,2.2,175.760064,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
341,Lenovo,Notebook,12,Windows,2.2,574.7846400000001,0,0,141.21199808219862,AMD Processor,2000,0,AMD
342,HP,Notebook,8,Windows,2.1,457.78176,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia
343,Lenovo,2 in 1 Convertible,16,Windows,1.4,1342.01664,1,1,316.96506044349616,Intel Core i7,0,512,Intel
344,Dell,Ultrabook,8,Windows,1.2,1009.54944,0,0,165.6321180513006,Intel Core i7,0,256,Intel
345,Lenovo,Gaming,16,Windows,2.4,721.83744,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia
346,HP,Notebook,2,Windows,1.44,178.38144000000003,0,0,111.93520355955211,Other Intel Processor,0,0,Intel
347,Dell,Ultrabook,16,Windows,1.88,1028.0653056,0,0,141.21199808219862,Intel Core i7,0,768,Intel
348,Asus,2 in 1 Convertible,4,Windows,1.5,239.76,1,0,135.0942111925629,Other Intel Processor,0,0,Intel
349,Dell,Ultrabook,8,Windows,1.9,423.89568,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
350,Dell,Notebook,16,Windows,2.06,1296.2512512,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia
351,HP,Notebook,8,Windows,1.84,833.7254399999999,0,0,141.21199808219862,Intel Core i7,0,256,Intel
352,MSI,Gaming,8,Windows,2.7,900.85824,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia
353,HP,Workstation,8,Windows,2.6,1111.3803071999998,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
354,Toshiba,Notebook,16,Windows,2.4,897.02208,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia
355,Dell,Notebook,8,Windows,2.02,620.7546239999999,0,0,141.21199808219862,Intel Core i7,2000,128,AMD
356,Lenovo,Notebook,4,Other,2.2,205.86752640000003,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
357,Dell,Gaming,8,Windows,2.65,638.72064,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia
358,Dell,Notebook,8,Windows,2.36,356.3600832,1,0,100.45466986113651,Intel Core i5,2000,0,Intel
359,Dell,Notebook,8,Windows,1.36,912.36672,0,0,157.3505121487356,Intel Core i5,0,256,Intel
360,HP,Notebook,4,Windows,1.86,280.67904,0,0,100.45466986113651,Intel Core i3,500,0,Intel
361,Asus,Notebook,8,Windows,2.0,604.1952,0,0,157.3505121487356,Intel Core i5,0,256,Intel
362,Lenovo,Notebook,6,Windows,2.8,459.69984,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia
363,HP,Notebook,8,Windows,1.86,408.55104,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
364,Lenovo,Notebook,8,Other,2.2,319.04064,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia
365,HP,Notebook,8,Windows,2.04,248.71104,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel
366,Dell,Notebook,8,Windows,2.8,693.7056,0,0,127.33567457123111,Intel Core i5,1000,128,AMD
367,Lenovo,Gaming,8,Other,2.4,517.2422399999999,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia
368,Dell,Notebook,8,Windows,2.33,574.7846400000001,0,0,141.21199808219862,Intel Core i7,0,256,AMD
369,HP,Ultrabook,8,Windows,1.36,1118.88,0,1,157.3505121487356,Intel Core i7,0,256,Intel
370,Asus,2 in 1 Convertible,12,Windows,2.26,702.65664,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia
371,Acer,Notebook,4,Windows,2.1,272.36736,0,0,100.45466986113651,AMD Processor,0,128,AMD
372,Asus,Gaming,16,Windows,3.25,1405.95264,0,1,127.33567457123111,AMD Processor,1000,256,AMD
373,Lenovo,Notebook,4,Windows,2.6,312.64704,0,0,106.11306214269258,AMD Processor,0,128,AMD
374,Dell,2 in 1 Convertible,8,Windows,1.62,555.6102335999999,1,0,165.6321180513006,Intel Core i7,0,256,Intel
375,HP,Notebook,4,Windows,1.91,312.64064640000004,0,0,141.21199808219862,AMD Processor,0,256,AMD
376,Lenovo,Netbook,4,Windows,1.59,353.56608,0,1,135.0942111925629,Other Intel Processor,0,128,Intel
377,Dell,Notebook,4,Windows,1.8,197.56224,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
378,Asus,Notebook,4,Windows,1.5,182.85696,0,0,111.93520355955211,Other Intel Processor,0,0,Intel
379,Acer,Notebook,8,Other,2.4,540.89856,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
380,HP,Gaming,8,Windows,3.35,761.4777600000001,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia
381,Lenovo,Notebook,4,Other,1.85,257.98176,0,0,141.21199808219862,Intel Core i3,0,128,Intel
382,Asus,Gaming,8,Windows,2.3,1058.1408,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
383,Lenovo,Notebook,8,Windows,1.5,702.65664,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia
384,Asus,Ultrabook,16,Windows,1.1,1118.1767040000002,1,0,165.6321180513006,Intel Core i7,0,512,Intel
385,Lenovo,Ultrabook,8,Windows,1.13,1459.01952,0,1,209.8006828649808,Intel Core i7,0,512,Intel
386,Lenovo,Notebook,4,Windows,1.5,351.00864,0,1,165.6321180513006,Intel Core i3,0,128,Intel
387,Dell,Workstation,8,Windows,2.23,875.2838399999999,0,0,141.21199808219862,Intel Core i5,500,0,AMD
388,Dell,Workstation,8,Windows,2.0,1365.0336,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
389,Lenovo,2 in 1 Convertible,16,Windows,1.42,1604.1542399999998,1,0,209.8006828649808,Intel Core i7,0,512,Intel
390,Asus,Gaming,8,Windows,3.0,664.29504,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia
391,Asus,Gaming,16,Windows,3.0,1017.22176,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
392,Acer,Notebook,12,Windows,2.2,443.7094464,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia
393,MSI,Gaming,8,Windows,2.7,862.4966400000001,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia
394,Dell,Notebook,8,Other,2.33,497.9783232,0,0,141.21199808219862,Intel Core i7,0,256,AMD
395,HP,Ultrabook,4,Windows,1.91,319.04064,0,0,141.21199808219862,AMD Processor,0,256,AMD
396,Lenovo,Notebook,8,Windows,2.1,786.1314816,0,1,141.21199808219862,Intel Core i7,0,256,AMD
397,Lenovo,Notebook,8,Windows,1.9,599.71968,0,1,157.3505121487356,Intel Core i5,0,256,Intel
398,Dell,Workstation,8,Windows,1.78,1733.9443199999998,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia
399,Lenovo,Ultrabook,16,Windows,1.13,1678.32,0,1,209.8006828649808,Intel Core i7,0,1000,Intel
400,Lenovo,Notebook,4,Windows,2.2,195.64416,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
401,Asus,Gaming,16,Windows,2.9,977.58144,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
402,Lenovo,Notebook,8,Windows,2.1,731.74752,0,1,141.21199808219862,Intel Core i5,1000,256,AMD
403,Acer,Notebook,8,Other,2.5,561.9974400000001,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
404,MSI,Gaming,16,Windows,2.8,1437.92064,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
405,Asus,Ultrabook,8,Windows,1.1,1197.5212800000002,0,0,157.3505121487356,Intel Core i7,0,512,Intel
406,Toshiba,Ultrabook,16,Windows,1.2,1116.96192,0,0,165.6321180513006,Intel Core i7,0,512,Intel
407,Dell,Ultrabook,8,Windows,1.36,1074.1248,0,0,157.3505121487356,Intel Core i7,0,512,Intel
408,Lenovo,Notebook,4,Windows,2.2,261.49824,0,0,141.21199808219862,Intel Core i3,500,0,Intel
409,Lenovo,Notebook,2,Windows,1.15,194.653152,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
410,Lenovo,Workstation,8,Windows,2.67,1230.768,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
411,Lenovo,Ultrabook,8,Windows,1.7,1242.27648,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia
412,HP,Notebook,4,Windows,2.1,299.85984,0,0,141.21199808219862,Intel Core i3,1000,0,AMD
413,Acer,2 in 1 Convertible,8,Windows,1.6,504.4614336,1,1,165.6321180513006,Intel Core i7,0,256,Intel
414,Asus,2 in 1 Convertible,8,Windows,1.27,593.3260799999999,1,1,165.6321180513006,Intel Core i5,0,256,Intel
415,Dell,Notebook,4,Other,2.3,382.912704,0,0,141.21199808219862,Intel Core i5,0,256,AMD
416,Dell,Notebook,4,Windows,1.65,440.51904,0,0,117.82653006268643,Intel Core i3,0,128,Intel
417,HP,Ultrabook,8,Windows,1.43,959.04,0,0,157.3505121487356,Intel Core i7,0,256,Intel
418,Dell,Notebook,8,Windows,2.14,345.222432,0,0,100.45466986113651,Intel Core i5,1000,0,Intel
419,Lenovo,Ultrabook,8,Windows,1.75,777.0653568000001,0,1,157.3505121487356,Intel Core i7,0,256,AMD
420,Lenovo,2 in 1 Convertible,16,Windows,2.0,1214.14464,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia
421,Chuwi,Notebook,6,Windows,1.4,287.07264000000004,0,1,267.3384360344031,Other Intel Processor,0,0,Intel
422,HP,Notebook,8,Windows,2.31,912.36672,0,0,141.21199808219862,Intel Core i7,0,256,Intel
423,Asus,Notebook,8,Other,2.3,381.69792,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
424,Dell,Gaming,16,Windows,4.42,1789.56864,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia
425,Dell,Gaming,8,Windows,2.62,741.01824,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
426,Dell,Notebook,8,Windows,2.02,730.404864,0,0,141.21199808219862,Intel Core i7,2000,256,AMD
427,Dell,Ultrabook,8,Other,1.6,702.65664,0,0,157.3505121487356,Intel Core i7,0,256,Intel
428,HP,Gaming,12,Windows,3.35,1278.08064,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
429,Mediacom,2 in 1 Convertible,4,Windows,1.16,191.16864,1,1,189.90579052433606,Other Intel Processor,0,32,Intel
430,Samsung,Netbook,4,Other,1.15,171.98784,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
431,Lenovo,Notebook,8,Windows,1.4,645.7536,0,1,165.6321180513006,Intel Core i7,0,256,Intel
432,Lenovo,Notebook,4,Windows,1.7,382.97664,0,1,157.3505121487356,Intel Core i3,0,128,Intel
433,Lenovo,Workstation,16,Windows,2.3,1563.2352,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia
434,Lenovo,Notebook,16,Windows,2.5,1565.79264,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
435,Asus,Gaming,8,Windows,3.2,1083.7152,0,0,127.33567457123111,AMD Processor,1000,256,AMD
436,HP,Notebook,4,Windows,2.1,221.85792,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
437,Google,Ultrabook,16,Other,1.1,1405.95264,1,0,234.50740003017813,Intel Core i7,0,512,Intel
438,Lenovo,Ultrabook,24,Windows,1.32,1522.9555200000002,0,0,209.8006828649808,Intel Core i7,0,512,Intel
439,Asus,Notebook,4,Other,2.0,357.40224,0,0,141.21199808219862,Intel Core i5,0,256,Intel
440,Lenovo,Notebook,8,Windows,2.8,331.82784,0,0,106.11306214269258,AMD Processor,1000,0,AMD
441,Dell,Notebook,4,Windows,2.2,478.88064,0,0,141.21199808219862,Intel Core i5,0,256,AMD
442,Lenovo,Ultrabook,8,Windows,1.36,913.64544,0,1,176.23257360658386,Intel Core i5,0,256,Intel
443,Lenovo,Notebook,4,Windows,2.2,223.13664000000003,0,0,141.21199808219862,Other Intel Processor,0,128,Intel
444,HP,Gaming,8,Windows,2.2,702.65664,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
445,Dell,Notebook,8,Windows,1.64,753.8054400000001,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia
446,Acer,Notebook,4,Other,2.4,282.469248,0,0,100.45466986113651,Intel Core i5,500,0,Intel
447,Dell,Workstation,8,Windows,2.23,1274.2444799999998,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia
448,MSI,Gaming,8,Windows,2.2,657.0958464,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
449,Microsoft,Ultrabook,16,Windows,1.25,1655.3030399999998,1,0,200.84255993695703,Intel Core i7,0,512,Intel
450,HP,Notebook,8,Windows,1.91,376.58304,0,0,100.45466986113651,Intel Core i5,0,128,Intel
451,Dell,Workstation,16,Windows,2.17,1262.736,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
452,HP,Workstation,8,Windows,2.31,980.77824,0,1,141.21199808219862,Intel Core i7,0,512,Intel
453,Lenovo,Notebook,8,Windows,1.65,859.9391999999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel
454,Dell,Notebook,8,Windows,2.36,625.93344,0,0,141.21199808219862,Intel Core i7,1000,128,AMD
455,Dell,2 in 1 Convertible,4,Windows,1.47,306.25344,1,0,135.0942111925629,Other Intel Processor,500,0,Intel
456,Dell,Notebook,8,Windows,4.42,1308.13056,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia
457,Microsoft,Ultrabook,4,Windows,1.252,632.32704,1,0,200.84255993695703,Other Intel Processor,0,128,Intel
458,Microsoft,Ultrabook,8,Windows,1.25,1150.20864,1,0,200.84255993695703,Intel Core i7,0,256,Intel
459,HP,Notebook,8,Windows,2.5,409.12646400000006,0,0,106.11306214269258,Intel Core i3,0,256,Intel
460,Acer,Notebook,4,Windows,2.23,347.81184,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
461,Acer,Netbook,4,Windows,1.4,278.1216,0,0,135.0942111925629,Other Intel Processor,0,128,Intel
462,Asus,Notebook,8,Windows,2.37,478.88064,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
463,Lenovo,Notebook,8,Other,1.5,510.8486400000001,0,1,157.3505121487356,Intel Core i7,0,512,AMD
464,Lenovo,Notebook,8,Windows,2.67,1336.2624,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
465,Asus,Notebook,4,Windows,2.0,194.36544,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
466,Acer,Notebook,4,Windows,2.2,299.85984,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia
467,Dell,Notebook,8,Windows,2.02,485.27424,0,0,141.21199808219862,Intel Core i5,2000,0,AMD
468,HP,Gaming,12,Windows,3.78,1086.27264,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia
469,Lenovo,Ultrabook,12,Windows,1.4,1187.93088,0,1,209.8006828649808,Intel Core i7,0,256,Intel
470,HP,2 in 1 Convertible,8,Windows,1.29,1278.08064,1,1,331.2642361026012,Intel Core i7,0,512,Intel
471,HP,Notebook,8,Windows,1.9,737.82144,0,0,141.21199808219862,Intel Core i5,500,0,AMD
472,Google,Ultrabook,8,Other,1.1,815.184,1,0,234.50740003017813,Intel Core i5,0,128,Intel
473,Dell,Ultrabook,8,Windows,1.42,1177.605216,1,0,165.6321180513006,Intel Core i5,0,256,Intel
474,Asus,Notebook,12,Windows,2.06,830.52864,0,1,282.42399616439724,Intel Core i7,1000,128,Intel
475,Dell,Notebook,8,Windows,1.79,473.1264,0,0,111.93520355955211,Intel Core i3,0,128,Intel
476,Dell,Workstation,8,Windows,1.78,1539.57888,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
477,Lenovo,Notebook,8,Windows,1.7,872.08704,0,0,157.3505121487356,Intel Core i5,0,180,Intel
478,Dell,Notebook,8,Windows,2.2,431.568,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
479,Toshiba,Notebook,8,Windows,1.05,1069.00992,0,1,165.6321180513006,Intel Core i5,0,256,Intel
480,Dell,Notebook,8,Windows,2.16,806.8723200000001,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia
481,Dell,Notebook,4,Windows,2.18,375.048576,0,0,100.45466986113651,Intel Core i3,1000,0,Intel
482,HP,Notebook,4,Windows,1.49,464.17536,0,1,165.6321180513006,Intel Core i5,0,128,Intel
483,Chuwi,Notebook,4,Windows,1.89,159.13670400000004,0,0,141.21199808219862,Other Intel Processor,0,0,Intel
484,Lenovo,Notebook,4,Windows,2.3,361.2384,0,0,100.45466986113651,Intel Core i3,0,128,Intel
485,Lenovo,Notebook,8,Windows,1.75,670.6886400000001,0,1,157.3505121487356,Intel Core i5,0,256,Intel
486,Dell,Workstation,16,Windows,2.17,1494.82368,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia
487,Dell,Notebook,16,Windows,2.06,1214.14464,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
488,Lenovo,Ultrabook,16,Windows,1.36,1149.5692800000002,0,1,176.23257360658386,Intel Core i7,0,512,Intel
